Division,MatchDate,HomeTeam,AwayTeam,FTHome,FTAway,FTResult,HomeElo,AwayElo,OddHome,OddDraw,OddAway
SP1,2023-03-17,Valladolid,Ath Bilbao,1.0,3.0,A,1614.39,1699.42,4.27,3.69,1.86
SP1,2023-03-18,Almeria,Cadiz,1.0,1.0,D,1594.38,1623.88,2.08,3.4,3.71
SP1,2023-03-18,Vallecano,Girona,2.0,2.0,D,1637.31,1618.03,2.08,3.39,3.72
SP1,2023-03-18,Espanol,Celta,1.0,3.0,A,1626.21,1678.74,2.88,3.19,2.6
SP1,2023-03-18,Ath Madrid,Valencia,3.0,0.0,H,1818.93,1651.75,1.57,3.95,6.53
SP1,2023-03-19,Betis,Mallorca,1.0,0.0,H,1757.17,1625.39,1.86,3.31,4.9
SP1,2023-03-19,Osasuna,Villarreal,0.0,3.0,A,1662.17,1741.02,3.09,3.19,2.46
SP1,2023-03-19,Sociedad,Elche,2.0,0.0,H,1749.91,1553.81,1.4,4.66,8.9
SP1,2023-03-19,Getafe,Sevilla,2.0,0.0,H,1634.07,1720.08,2.99,3.03,2.63
SP1,2023-03-19,Barcelona,Real Madrid,2.0,1.0,H,1890.01,1946.86,2.19,3.54,3.3
SP1,2023-03-31,Mallorca,Osasuna,0.0,0.0,D,1625.39,1662.17,2.23,2.87,4.02
SP1,2023-04-01,Girona,Espanol,2.0,1.0,H,1613.81,1607.37,1.94,3.46,4.15
SP1,2023-04-01,Ath Bilbao,Getafe,0.0,0.0,D,1703.75,1639.67,1.62,3.68,6.48
SP1,2023-04-01,Cadiz,Sevilla,0.0,2.0,A,1618.3,1701.57,3.37,3.13,2.34
SP1,2023-04-01,Elche,Barcelona,0.0,4.0,A,1543.34,1891.3,9.44,5.16,1.34
SP1,2023-04-02,Celta,Almeria,2.0,2.0,D,1684.16,1586.55,1.57,4.17,6.01
SP1,2023-04-02,Real Madrid,Valladolid,6.0,0.0,H,1937.62,1596.64,1.21,7.2,13.22
SP1,2023-04-02,Villarreal,Sociedad,2.0,0.0,H,1730.26,1742.13,2.4,3.21,3.16
SP1,2023-04-02,Ath Madrid,Betis,1.0,0.0,H,1817.4,1749.99,1.54,4.17,6.47
SP1,2023-04-03,Valencia,Vallecano,1.0,1.0,D,1639.87,1628.12,2.12,3.21,3.81
SP1,2023-04-07,Sevilla,Celta,2.0,2.0,D,1701.57,1684.16,2.19,3.36,3.47
SP1,2023-04-08,Osasuna,Elche,2.0,1.0,H,1641.97,1543.34,1.77,3.54,5.13
SP1,2023-04-08,Espanol,Ath Bilbao,1.0,2.0,A,1607.37,1703.75,3.48,3.22,2.24
SP1,2023-04-08,Sociedad,Getafe,2.0,0.0,H,1742.13,1639.67,1.7,3.44,6.1
SP1,2023-04-08,Real Madrid,Villarreal,2.0,3.0,A,1937.62,1730.26,1.53,4.51,5.93
SP1,2023-04-09,Valladolid,Mallorca,3.0,3.0,D,1596.64,1613.76,2.57,2.91,3.2
SP1,2023-04-09,Betis,Cadiz,0.0,2.0,A,1749.99,1618.3,1.67,3.74,5.64
SP1,2023-04-09,Almeria,Valencia,2.0,1.0,H,1586.55,1639.87,3.03,3.34,2.41
SP1,2023-04-09,Vallecano,Ath Madrid,1.0,2.0,A,1628.12,1817.4,4.45,3.45,1.89
SP1,2023-04-10,Barcelona,Girona,0.0,0.0,D,1891.3,1613.81,1.3,5.62,10.2
SP1,2023-04-14,Vallecano,Osasuna,2.0,1.0,H,1628.12,1641.97,2.21,3.11,3.73
SP1,2023-04-15,Villarreal,Valladolid,1.0,2.0,A,1756.9,1595.32,1.43,4.87,7.17
SP1,2023-04-15,Ath Bilbao,Sociedad,2.0,0.0,H,1710.18,1741.7,2.28,3.16,3.5
SP1,2023-04-15,Betis,Espanol,3.0,1.0,H,1729.27,1596.81,1.85,3.54,4.56
SP1,2023-04-15,Cadiz,Real Madrid,0.0,2.0,A,1628.63,1934.81,5.78,4.26,1.57
SP1,2023-04-16,Girona,Elche,2.0,0.0,H,1630.16,1537.29,1.53,4.28,6.34
SP1,2023-04-16,Getafe,Barcelona,0.0,0.0,D,1639.84,1891.25,6.13,3.87,1.61
SP1,2023-04-16,Ath Madrid,Almeria,2.0,1.0,H,1830.03,1601.18,1.23,6.35,13.07
SP1,2023-04-16,Valencia,Sevilla,0.0,2.0,A,1632.96,1715.59,2.19,3.27,3.57
SP1,2023-04-17,Celta,Mallorca,0.0,1.0,A,1685.35,1617.92,1.81,3.33,5.21
SP1,2023-04-21,Espanol,Cadiz,0.0,0.0,D,1596.81,1628.63,2.08,3.32,3.84
SP1,2023-04-22,Osasuna,Betis,3.0,2.0,H,1641.82,1729.27,2.64,3.12,2.9
SP1,2023-04-22,Almeria,Ath Bilbao,1.0,2.0,A,1601.18,1710.18,4.11,3.68,1.88
SP1,2023-04-22,Sociedad,Vallecano,2.0,1.0,H,1741.7,1635.24,1.67,3.65,5.81
SP1,2023-04-22,Valladolid,Girona,1.0,0.0,H,1595.32,1630.16,2.47,3.42,2.87
SP1,2023-04-22,Real Madrid,Celta,2.0,0.0,H,1934.81,1685.35,1.37,5.25,8.16
SP1,2023-04-23,Elche,Valencia,0.0,2.0,A,1537.29,1632.96,4.35,3.5,1.89
SP1,2023-04-23,Barcelona,Ath Madrid,1.0,0.0,H,1891.25,1830.03,1.97,3.43,4.09
SP1,2023-04-23,Mallorca,Getafe,3.0,1.0,H,1617.92,1639.84,2.35,2.81,3.79
SP1,2023-04-23,Sevilla,Villarreal,2.0,1.0,H,1715.59,1756.9,2.82,3.38,2.53
SP1,2023-04-25,Cadiz,Osasuna,0.0,1.0,A,1628.63,1641.82,2.37,3.14,3.33
SP1,2023-04-25,Girona,Real Madrid,4.0,2.0,H,1630.16,1934.81,5.45,4.39,1.58
SP1,2023-04-25,Betis,Sociedad,0.0,0.0,D,1729.27,1741.7,2.84,3.22,2.65
SP1,2023-04-26,Ath Madrid,Mallorca,3.0,1.0,H,1830.03,1617.92,1.42,4.25,9.22
SP1,2023-04-26,Getafe,Almeria,1.0,2.0,A,1639.84,1601.18,1.89,3.44,4.44
SP1,2023-04-26,Celta,Elche,1.0,0.0,H,1685.35,1537.29,1.33,5.16,10.21
SP1,2023-04-26,Vallecano,Barcelona,2.0,1.0,H,1635.24,1891.25,4.9,3.72,1.75
SP1,2023-04-27,Valencia,Valladolid,2.0,1.0,H,1632.96,1595.32,1.75,3.77,4.77
SP1,2023-04-27,Villarreal,Espanol,4.0,2.0,H,1756.9,1596.81,1.6,4.05,5.75
SP1,2023-04-27,Ath Bilbao,Sevilla,0.0,1.0,A,1710.18,1715.59,1.79,3.65,4.69
SP1,2023-04-28,Osasuna,Sociedad,0.0,2.0,A,1641.82,1741.7,3.84,3.01,2.22
SP1,2023-04-29,Elche,Vallecano,4.0,0.0,H,1537.29,1635.24,4.66,3.54,1.83
SP1,2023-04-29,Real Madrid,Almeria,4.0,2.0,H,1934.81,1601.18,1.16,8.52,16.07
SP1,2023-04-29,Barcelona,Betis,4.0,0.0,H,1891.25,1729.27,1.34,5.22,9.1
SP1,2023-04-30,Cadiz,Valencia,2.0,1.0,H,1628.63,1632.96,3.02,3.19,2.49
SP1,2023-04-30,Villarreal,Celta,3.0,1.0,H,1756.9,1685.35,1.82,3.77,4.32
SP1,2023-04-30,Espanol,Getafe,1.0,0.0,H,1596.81,1639.84,2.42,3.0,3.35
SP1,2023-04-30,Valladolid,Ath Madrid,2.0,5.0,A,1595.32,1830.03,5.21,4.01,1.66
SP1,2023-05-01,Mallorca,Ath Bilbao,1.0,1.0,D,1645.74,1728.09,3.64,2.98,2.29
SP1,2023-05-01,Sevilla,Girona,0.0,2.0,A,1778.19,1658.96,1.99,3.5,3.87
SP1,2023-05-02,Almeria,Elche,2.0,1.0,H,1611.84,1546.88,1.62,4.33,5.21
SP1,2023-05-02,Barcelona,Osasuna,1.0,0.0,H,1895.02,1658.82,1.16,7.76,18.74
SP1,2023-05-02,Sociedad,Real Madrid,2.0,0.0,H,1758.76,1939.63,2.54,3.35,2.87
SP1,2023-05-03,Valencia,Villarreal,1.0,1.0,D,1641.69,1758.6,2.76,3.43,2.56
SP1,2023-05-03,Ath Madrid,Cadiz,5.0,1.0,H,1848.68,1633.1,1.28,5.69,12.11
SP1,2023-05-03,Getafe,Celta,1.0,0.0,H,1626.6,1677.97,2.56,2.99,3.14
SP1,2023-05-04,Girona,Mallorca,2.0,1.0,H,1658.96,1645.74,2.13,3.23,3.79
SP1,2023-05-04,Sevilla,Espanol,3.0,2.0,H,1778.19,1603.62,1.86,3.58,4.36
SP1,2023-05-04,Ath Bilbao,Betis,0.0,1.0,A,1728.09,1727.57,1.7,3.87,5.15
SP1,2023-05-04,Vallecano,Valladolid,2.0,1.0,H,1634.81,1612.17,1.79,3.73,4.59
SP1,2023-05-12,Mallorca,Cadiz,1.0,0.0,H,1645.74,1633.1,2.19,2.99,3.95
SP1,2023-05-13,Sociedad,Girona,2.0,2.0,D,1758.76,1658.96,1.65,3.91,5.47
SP1,2023-05-13,Osasuna,Almeria,3.0,1.0,H,1658.82,1611.84,2.09,3.55,3.53
SP1,2023-05-13,Villarreal,Ath Bilbao,5.0,1.0,H,1758.6,1728.09,2.17,3.5,3.39
SP1,2023-05-13,Real Madrid,Getafe,1.0,0.0,H,1939.63,1626.6,1.57,4.1,6.1
SP1,2023-05-14,Celta,Valencia,1.0,2.0,A,1677.97,1641.69,2.28,3.22,3.37
SP1,2023-05-14,Elche,Ath Madrid,1.0,0.0,H,1546.88,1848.68,8.74,5.11,1.36
SP1,2023-05-14,Valladolid,Sevilla,0.0,3.0,A,1612.17,1778.19,2.24,3.52,3.16
SP1,2023-05-14,Espanol,Barcelona,2.0,4.0,A,1603.62,1895.02,5.28,4.06,1.64
SP1,2023-05-15,Betis,Vallecano,3.0,1.0,H,1738.28,1641.04,1.92,3.52,4.15
SP1,2023-05-19,Cadiz,Valladolid,2.0,0.0,H,1623.29,1597.02,2.22,3.41,3.36
SP1,2023-05-20,Girona,Villarreal,1.0,2.0,A,1687.72,1768.63,2.86,3.73,2.36
SP1,2023-05-20,Ath Bilbao,Celta,2.0,1.0,H,1707.85,1660.18,1.67,3.87,5.44
SP1,2023-05-20,Almeria,Mallorca,3.0,0.0,H,1609.72,1647.17,2.29,3.32,3.29
SP1,2023-05-20,Getafe,Elche,1.0,1.0,D,1633.31,1556.78,1.51,4.09,7.46
SP1,2023-05-20,Barcelona,Sociedad,1.0,2.0,A,1902.24,1770.53,1.85,3.7,4.33
SP1,2023-05-21,Vallecano,Espanol,1.0,2.0,A,1641.04,1596.8,2.17,3.46,3.42
SP1,2023-05-21,Ath Madrid,Osasuna,3.0,0.0,H,1840.01,1664.89,1.38,4.98,8.57
SP1,2023-05-21,Valencia,Real Madrid,1.0,0.0,H,1654.5,1925.82,3.17,3.62,2.21
SP1,2023-05-21,Sevilla,Betis,0.0,0.0,D,1776.45,1738.28,2.35,3.38,3.12
SP1,2023-05-23,Celta,Girona,1.0,1.0,D,1660.18,1687.72,2.03,3.49,3.79
SP1,2023-05-23,Sociedad,Almeria,1.0,0.0,H,1770.53,1609.72,1.37,5.13,8.39
SP1,2023-05-23,Valladolid,Barcelona,3.0,1.0,H,1597.02,1902.24,3.59,3.83,1.99
SP1,2023-05-24,Elche,Sevilla,1.0,1.0,D,1556.78,1776.45,4.04,3.74,1.89
SP1,2023-05-24,Real Madrid,Vallecano,2.0,1.0,H,1925.82,1641.04,1.65,4.19,5.07
SP1,2023-05-24,Villarreal,Cadiz,2.0,0.0,H,1768.63,1623.29,1.49,4.5,6.6
SP1,2023-05-24,Betis,Getafe,0.0,1.0,A,1738.28,1633.31,2.06,3.22,4.05
SP1,2023-05-24,Espanol,Ath Madrid,3.0,3.0,D,1596.8,1840.01,2.94,3.57,2.36
SP1,2023-05-25,Mallorca,Valencia,1.0,0.0,H,1647.17,1654.5,3.4,2.97,2.41
SP1,2023-05-25,Osasuna,Ath Bilbao,2.0,0.0,H,1664.89,1707.85,3.02,3.32,2.43
SP1,2023-05-27,Sevilla,Real Madrid,1.0,2.0,A,1776.45,1925.82,2.87,3.46,2.44
SP1,2023-05-28,Almeria,Valladolid,0.0,0.0,D,1609.72,1597.02,2.28,3.56,3.06
SP1,2023-05-28,Ath Bilbao,Elche,0.0,1.0,A,1707.85,1556.78,1.32,5.37,9.45
SP1,2023-05-28,Ath Madrid,Sociedad,2.0,1.0,H,1840.01,1770.53,2.05,3.5,3.68
SP1,2023-05-28,Barcelona,Mallorca,3.0,0.0,H,1902.24,1647.17,1.32,5.42,9.38
SP1,2023-05-28,Cadiz,Celta,1.0,0.0,H,1623.29,1660.18,2.63,3.22,2.81
SP1,2023-05-28,Getafe,Osasuna,2.0,1.0,H,1633.31,1664.89,2.23,3.11,3.58
SP1,2023-05-28,Girona,Betis,1.0,2.0,A,1687.72,1738.28,2.0,3.59,3.69
SP1,2023-05-28,Valencia,Espanol,2.0,2.0,D,1654.5,1596.8,2.01,3.62,3.64
SP1,2023-05-28,Vallecano,Villarreal,2.0,1.0,H,1641.04,1768.63,3.01,3.7,2.25
SP1,2023-06-04,Mallorca,Vallecano,3.0,0.0,H,1639.14,1633.77,3.1,3.33,2.36
SP1,2023-06-04,Osasuna,Girona,2.0,1.0,H,1664.39,1673.22,2.13,3.54,3.41
SP1,2023-06-04,Real Madrid,Ath Bilbao,1.0,1.0,D,1913.45,1689.72,1.93,3.88,3.73
SP1,2023-06-04,Sociedad,Sevilla,2.0,1.0,H,1782.5,1774.2,1.71,4.03,4.68
SP1,2023-06-04,Villarreal,Ath Madrid,2.0,2.0,D,1771.65,1846.27,2.69,3.65,2.51
SP1,2023-06-04,Betis,Valencia,1.0,1.0,D,1743.65,1657.57,2.78,3.59,2.46
SP1,2023-06-04,Celta,Barcelona,2.0,1.0,H,1647.53,1874.02,2.63,3.68,2.54
SP1,2023-06-04,Elche,Cadiz,1.0,1.0,D,1578.96,1634.18,2.67,3.4,2.65
SP1,2023-06-04,Espanol,Almeria,3.0,3.0,D,1616.29,1617.23,2.78,3.74,2.4
SP1,2023-06-04,Valladolid,Getafe,0.0,0.0,D,1611.77,1649.97,2.22,3.31,3.4
SP1,2023-08-11,Almeria,Vallecano,0.0,2.0,A,1619.36,1623.35,2.54,3.26,2.92
SP1,2023-08-11,Sevilla,Valencia,1.0,2.0,A,1768.19,1661.93,1.93,3.4,4.33
SP1,2023-08-12,Sociedad,Girona,1.0,1.0,D,1788.51,1666.84,1.63,3.97,5.58
SP1,2023-08-12,Las Palmas,Mallorca,1.0,1.0,D,1576.27,1649.57,2.44,3.0,3.31
SP1,2023-08-12,Ath Bilbao,Real Madrid,0.0,2.0,A,1696.7,1906.47,3.4,3.52,2.15
SP1,2023-08-13,Celta,Osasuna,0.0,2.0,A,1659.41,1670.77,2.12,3.23,3.8
SP1,2023-08-13,Villarreal,Betis,1.0,2.0,A,1771.6,1739.29,1.77,3.93,4.4
SP1,2023-08-13,Getafe,Barcelona,0.0,0.0,D,1651.06,1862.14,6.35,3.99,1.57
SP1,2023-08-14,Cadiz,Alaves,1.0,0.0,H,1634.79,1598.6,2.19,3.06,3.79
SP1,2023-08-14,Ath Madrid,Granada,3.0,1.0,H,1846.32,1620.59,1.3,5.49,10.27
SP1,2023-08-18,Mallorca,Villarreal,0.0,1.0,A,1649.64,1760.69,2.95,3.11,2.63
SP1,2023-08-18,Valencia,Las Palmas,1.0,0.0,H,1674.64,1576.2,1.59,3.94,6.28
SP1,2023-08-19,Sociedad,Celta,1.0,1.0,D,1783.37,1645.57,1.76,3.5,5.24
SP1,2023-08-19,Almeria,Real Madrid,1.0,3.0,A,1605.46,1913.27,8.0,5.01,1.39
SP1,2023-08-19,Osasuna,Ath Bilbao,0.0,2.0,A,1684.61,1689.91,2.83,3.11,2.71
SP1,2023-08-20,Girona,Getafe,3.0,0.0,H,1671.98,1654.78,2.05,3.18,4.15
SP1,2023-08-20,Barcelona,Cadiz,2.0,0.0,H,1858.43,1640.3,1.21,6.7,14.64
SP1,2023-08-20,Betis,Ath Madrid,0.0,0.0,D,1750.2,1849.34,3.86,3.45,2.03
SP1,2023-08-21,Alaves,Sevilla,4.0,3.0,H,1593.09,1755.48,3.32,3.06,2.4
SP1,2023-08-21,Granada,Vallecano,0.0,2.0,A,1617.57,1637.25,2.65,3.08,2.92
SP1,2023-08-25,Las Palmas,Sociedad,0.0,0.0,D,1576.2,1783.37,4.1,3.28,2.04
SP1,2023-08-25,Celta,Real Madrid,0.0,1.0,A,1645.57,1913.27,4.74,3.94,1.74
SP1,2023-08-26,Cadiz,Almeria,1.0,1.0,D,1640.3,1605.46,2.25,3.36,3.34
SP1,2023-08-26,Granada,Mallorca,3.0,2.0,H,1617.57,1649.64,2.65,3.0,3.01
SP1,2023-08-26,Sevilla,Girona,1.0,2.0,A,1755.48,1671.98,2.08,3.48,3.65
SP1,2023-08-27,Villarreal,Barcelona,3.0,4.0,A,1760.69,1858.43,3.54,3.7,2.05
SP1,2023-08-27,Valencia,Osasuna,1.0,2.0,A,1674.64,1684.61,1.9,3.49,4.33
SP1,2023-08-27,Ath Bilbao,Betis,4.0,2.0,H,1689.91,1750.2,1.92,3.66,4.03
SP1,2023-08-28,Getafe,Alaves,1.0,0.0,H,1654.78,1593.09,2.28,2.93,3.8
SP1,2023-08-28,Vallecano,Ath Madrid,0.0,7.0,A,1637.25,1849.34,4.04,3.47,1.97
SP1,2023-09-01,Cadiz,Villarreal,3.0,1.0,H,1630.51,1756.75,3.36,3.53,2.18
SP1,2023-09-01,Almeria,Celta,2.0,3.0,A,1600.86,1643.84,2.97,3.31,2.5
SP1,2023-09-02,Sociedad,Granada,5.0,3.0,H,1770.73,1607.75,1.45,4.59,7.29
SP1,2023-09-02,Real Madrid,Getafe,2.0,1.0,H,1917.42,1646.51,1.33,5.14,10.55
SP1,2023-09-02,Alaves,Valencia,1.0,0.0,H,1594.59,1664.7,2.93,2.94,2.77
SP1,2023-09-02,Betis,Vallecano,1.0,0.0,H,1736.77,1634.18,1.98,3.5,3.99
SP1,2023-09-03,Girona,Las Palmas,1.0,0.0,H,1690.1,1572.16,1.68,3.79,5.46
SP1,2023-09-03,Mallorca,Ath Bilbao,0.0,0.0,D,1631.7,1711.07,3.26,3.09,2.42
SP1,2023-09-03,Osasuna,Barcelona,1.0,2.0,A,1666.46,1865.53,5.12,4.1,1.66
SP1,2023-09-15,Vallecano,Alaves,2.0,0.0,H,1630.26,1602.65,2.01,3.2,4.36
SP1,2023-09-16,Ath Bilbao,Cadiz,3.0,0.0,H,1710.94,1643.92,1.55,4.08,6.56
SP1,2023-09-16,Valencia,Ath Madrid,3.0,0.0,H,1656.63,1858.06,3.82,3.38,2.06
SP1,2023-09-16,Celta,Mallorca,0.0,1.0,A,1652.76,1631.83,2.05,3.13,4.25
SP1,2023-09-16,Barcelona,Betis,5.0,0.0,H,1870.51,1740.7,1.37,5.23,7.99
SP1,2023-09-17,Getafe,Osasuna,3.0,2.0,H,1644.82,1661.48,2.6,2.93,3.16
SP1,2023-09-17,Villarreal,Almeria,2.0,1.0,H,1743.33,1591.94,1.48,4.77,6.36
SP1,2023-09-17,Sevilla,Las Palmas,1.0,0.0,H,1729.87,1568.48,1.64,3.92,5.68
SP1,2023-09-17,Real Madrid,Sociedad,2.0,1.0,H,1919.12,1774.95,1.67,3.97,5.2
SP1,2023-09-18,Granada,Girona,2.0,4.0,A,1603.54,1693.78,2.71,3.37,2.64
SP1,2023-09-22,Alaves,Ath Bilbao,0.0,2.0,A,1602.65,1710.94,4.07,3.14,2.09
SP1,2023-09-23,Girona,Mallorca,5.0,3.0,H,1693.78,1631.83,1.92,3.38,4.42
SP1,2023-09-23,Osasuna,Sevilla,0.0,0.0,D,1661.48,1729.87,2.55,3.21,2.94
SP1,2023-09-23,Barcelona,Celta,3.0,2.0,H,1870.51,1652.76,1.29,5.95,10.23
SP1,2023-09-23,Almeria,Valencia,2.0,2.0,D,1591.94,1656.63,3.04,3.48,2.34
SP1,2023-09-24,Sociedad,Getafe,4.0,3.0,H,1774.95,1644.82,1.55,3.77,7.37
SP1,2023-09-24,Vallecano,Villarreal,1.0,1.0,D,1630.26,1743.33,2.52,3.54,2.74
SP1,2023-09-24,Betis,Cadiz,1.0,1.0,D,1740.7,1643.92,1.85,3.56,4.49
SP1,2023-09-24,Las Palmas,Granada,1.0,0.0,H,1568.48,1603.54,2.03,3.49,3.77
SP1,2023-09-24,Ath Madrid,Real Madrid,3.0,1.0,H,1858.06,1919.12,2.83,3.36,2.56
SP1,2023-09-26,Sevilla,Almeria,5.0,1.0,H,1729.87,1591.94,1.67,4.04,5.08
SP1,2023-09-26,Mallorca,Barcelona,2.0,2.0,D,1631.83,1870.51,6.89,4.38,1.5
SP1,2023-09-27,Ath Bilbao,Getafe,2.0,2.0,D,1710.94,1644.82,1.64,3.7,6.21
SP1,2023-09-27,Real Madrid,Las Palmas,2.0,0.0,H,1919.12,1568.48,1.22,6.92,13.1
SP1,2023-09-27,Villarreal,Girona,1.0,2.0,A,1743.33,1693.78,2.23,3.66,3.12
SP1,2023-09-27,Cadiz,Vallecano,0.0,0.0,D,1643.92,1630.26,2.58,3.17,2.95
SP1,2023-09-27,Valencia,Sociedad,0.0,1.0,A,1656.63,1774.95,2.65,3.14,2.89
SP1,2023-09-28,Celta,Alaves,1.0,1.0,D,1652.76,1602.65,1.71,3.57,5.6
SP1,2023-09-28,Granada,Betis,1.0,1.0,D,1603.54,1740.7,3.04,3.45,2.36
SP1,2023-09-28,Osasuna,Ath Madrid,0.0,2.0,A,1661.48,1858.06,3.53,3.43,2.14
SP1,2023-09-29,Barcelona,Sevilla,1.0,0.0,H,1870.51,1729.87,1.38,5.35,7.92
SP1,2023-09-30,Getafe,Villarreal,0.0,0.0,D,1644.82,1743.33,2.93,3.25,2.56
SP1,2023-09-30,Vallecano,Mallorca,2.0,2.0,D,1630.26,1631.83,2.18,3.15,3.79
SP1,2023-09-30,Girona,Real Madrid,0.0,3.0,A,1693.78,1919.12,3.57,3.92,1.98
SP1,2023-09-30,Sociedad,Ath Bilbao,3.0,0.0,H,1774.95,1710.94,2.24,3.25,3.49
SP1,2023-10-01,Almeria,Granada,3.0,3.0,D,1576.93,1581.25,1.96,3.7,3.79
SP1,2023-10-01,Alaves,Osasuna,0.0,2.0,A,1582.35,1641.23,2.71,3.06,2.87
SP1,2023-10-01,Ath Madrid,Cadiz,3.0,2.0,H,1851.12,1631.66,1.36,5.08,9.18
SP1,2023-10-01,Betis,Valencia,3.0,0.0,H,1711.74,1662.28,2.31,3.32,3.23
SP1,2023-10-02,Las Palmas,Celta,2.0,1.0,H,1564.68,1630.37,2.48,3.21,3.03
SP1,2023-10-06,Ath Bilbao,Almeria,3.0,0.0,H,1710.4,1576.93,1.38,5.24,8.16
SP1,2023-10-07,Cadiz,Girona,0.0,1.0,A,1631.66,1706.78,3.25,3.41,2.28
SP1,2023-10-07,Real Madrid,Osasuna,4.0,0.0,H,1917.37,1641.23,1.31,5.7,9.96
SP1,2023-10-07,Mallorca,Valencia,1.0,1.0,D,1636.47,1662.28,2.51,3.08,3.16
SP1,2023-10-07,Sevilla,Vallecano,2.0,2.0,D,1727.12,1632.48,1.89,3.58,4.27
SP1,2023-10-08,Villarreal,Las Palmas,1.0,2.0,A,1713.49,1564.68,1.62,4.17,5.48
SP1,2023-10-08,Ath Madrid,Sociedad,2.0,1.0,H,1851.12,1786.76,1.91,3.45,4.42
SP1,2023-10-08,Alaves,Betis,1.0,1.0,D,1582.35,1711.74,2.86,3.18,2.65
SP1,2023-10-08,Celta,Getafe,2.0,2.0,D,1630.37,1645.78,2.06,3.2,4.11
SP1,2023-10-08,Granada,Barcelona,2.0,2.0,D,1581.25,1877.37,6.92,5.18,1.42
SP1,2023-10-20,Osasuna,Granada,2.0,0.0,H,1666.01,1604.61,1.73,3.87,4.89
SP1,2023-10-21,Sociedad,Mallorca,1.0,0.0,H,1810.15,1650.24,1.57,3.84,7.03
SP1,2023-10-21,Getafe,Betis,1.0,1.0,D,1662.77,1737.45,2.49,3.11,3.15
SP1,2023-10-21,Sevilla,Real Madrid,1.0,1.0,D,1741.37,1945.74,4.08,3.87,1.86
SP1,2023-10-21,Celta,Ath Madrid,0.0,3.0,A,1636.46,1877.48,3.58,3.49,2.11
SP1,2023-10-22,Las Palmas,Vallecano,0.0,1.0,A,1601.55,1652.63,2.66,3.14,2.87
SP1,2023-10-22,Girona,Almeria,5.0,2.0,H,1730.35,1584.68,1.47,4.81,6.6
SP1,2023-10-22,Villarreal,Alaves,1.0,1.0,D,1721.35,1587.57,1.73,3.85,4.96
SP1,2023-10-22,Barcelona,Ath Bilbao,1.0,0.0,H,1895.62,1731.47,1.67,4.09,5.13
SP1,2023-10-23,Valencia,Cadiz,2.0,0.0,H,1670.9,1636.91,1.77,3.57,5.03
SP1,2023-10-27,Girona,Celta,1.0,0.0,H,1730.35,1636.46,1.69,4.2,4.74
SP1,2023-10-28,Almeria,Las Palmas,1.0,2.0,A,1584.68,1601.55,2.33,3.46,3.1
SP1,2023-10-28,Barcelona,Real Madrid,1.0,2.0,A,1895.62,1945.74,2.55,3.66,2.68
SP1,2023-10-28,Mallorca,Getafe,0.0,0.0,D,1650.24,1662.77,2.31,3.03,3.61
SP1,2023-10-28,Cadiz,Sevilla,2.0,2.0,D,1636.91,1741.37,3.29,3.34,2.29
SP1,2023-10-29,Betis,Osasuna,2.0,1.0,H,1737.45,1666.01,2.08,3.41,3.74
SP1,2023-10-29,Vallecano,Sociedad,2.0,2.0,D,1652.63,1810.15,3.21,3.14,2.43
SP1,2023-10-29,Ath Bilbao,Valencia,2.0,2.0,D,1731.47,1670.9,1.65,3.87,5.72
SP1,2023-10-29,Ath Madrid,Alaves,2.0,1.0,H,1877.48,1587.57,1.39,4.89,8.71
SP1,2023-10-30,Granada,Villarreal,2.0,3.0,A,1604.61,1721.35,3.02,3.6,2.31
SP1,2023-11-03,Las Palmas,Ath Madrid,2.0,1.0,H,1604.65,1883.49,5.7,3.79,1.66
SP1,2023-11-04,Osasuna,Girona,2.0,4.0,A,1670.36,1741.67,2.88,3.45,2.47
SP1,2023-11-04,Betis,Mallorca,2.0,0.0,H,1747.59,1647.87,1.92,3.4,4.42
SP1,2023-11-04,Celta,Sevilla,1.0,1.0,D,1627.9,1740.95,2.57,3.43,2.77
SP1,2023-11-04,Sociedad,Barcelona,0.0,1.0,A,1822.55,1893.22,3.26,3.5,2.23
SP1,2023-11-05,Alaves,Almeria,1.0,0.0,H,1593.79,1572.17,1.79,3.76,4.63
SP1,2023-11-05,Valencia,Granada,1.0,0.0,H,1684.46,1593.41,1.65,4.07,5.23
SP1,2023-11-05,Villarreal,Ath Bilbao,2.0,3.0,A,1725.21,1727.39,2.98,3.58,2.36
SP1,2023-11-05,Real Madrid,Vallecano,0.0,0.0,D,1956.96,1666.16,1.28,6.08,10.82
SP1,2023-11-06,Getafe,Cadiz,1.0,0.0,H,1666.74,1632.49,1.93,3.21,4.67
SP1,2023-11-10,Ath Bilbao,Celta,4.0,3.0,H,1727.39,1627.9,1.68,4.05,5.07
SP1,2023-11-11,Vallecano,Girona,1.0,2.0,A,1666.16,1741.67,2.88,3.51,2.45
SP1,2023-11-11,Almeria,Sociedad,1.0,3.0,A,1572.17,1822.55,4.71,3.95,1.73
SP1,2023-11-11,Granada,Getafe,1.0,1.0,D,1593.41,1666.74,2.55,3.18,2.98
SP1,2023-11-11,Osasuna,Las Palmas,1.0,1.0,D,1670.36,1604.65,1.99,3.32,4.21
SP1,2023-11-11,Real Madrid,Valencia,5.0,1.0,H,1956.96,1684.46,1.33,5.48,9.41
