Division,MatchDate,HomeTeam,AwayTeam,FTHome,FTAway,FTResult,HomeElo,AwayElo,OddHome,OddDraw,OddAway
SP1,2023-11-12,Barcelona,Alaves,2.0,1.0,H,1893.22,1593.79,1.25,6.32,11.97
SP1,2023-11-12,Sevilla,Betis,1.0,1.0,D,1740.95,1747.59,2.13,3.53,3.47
SP1,2023-11-12,Ath Madrid,Villarreal,3.0,1.0,H,1883.49,1725.21,1.37,5.33,7.92
SP1,2023-11-24,Alaves,Granada,3.0,1.0,H,1599.54,1591.18,1.74,3.74,5.05
SP1,2023-11-25,Vallecano,Barcelona,1.0,1.0,D,1667.78,1891.05,5.13,4.13,1.65
SP1,2023-11-25,Valencia,Celta,0.0,0.0,D,1686.86,1626.78,2.18,3.39,3.47
SP1,2023-11-25,Getafe,Almeria,2.0,1.0,H,1673.75,1562.84,1.68,3.82,5.41
SP1,2023-11-25,Ath Madrid,Mallorca,1.0,0.0,H,1880.75,1643.92,1.38,4.83,9.17
SP1,2023-11-26,Villarreal,Osasuna,3.0,1.0,H,1718.73,1657.05,2.17,3.52,3.38
SP1,2023-11-26,Sociedad,Sevilla,2.0,1.0,H,1828.69,1736.58,1.76,3.71,4.89
SP1,2023-11-26,Cadiz,Real Madrid,0.0,3.0,A,1628.69,1956.72,6.48,4.54,1.5
SP1,2023-11-26,Betis,Las Palmas,1.0,0.0,H,1758.69,1622.8,1.68,3.8,5.52
SP1,2023-11-27,Girona,Ath Bilbao,1.0,1.0,D,1762.97,1742.78,2.28,3.66,3.01
SP1,2023-11-29,Mallorca,Cadiz,1.0,1.0,D,1643.92,1628.69,1.98,3.24,4.38
SP1,2023-12-01,Las Palmas,Getafe,2.0,0.0,H,1618.93,1677.13,2.45,2.95,3.41
SP1,2023-12-02,Girona,Valencia,2.0,1.0,H,1759.84,1682.78,1.7,3.99,4.99
SP1,2023-12-02,Ath Bilbao,Vallecano,4.0,0.0,H,1745.03,1671.43,1.59,4.22,5.72
SP1,2023-12-02,Real Madrid,Granada,2.0,0.0,H,1966.4,1582.15,1.16,8.44,15.7
SP1,2023-12-02,Osasuna,Sociedad,1.0,1.0,D,1649.95,1826.78,3.57,3.23,2.23
SP1,2023-12-03,Mallorca,Alaves,0.0,0.0,D,1638.85,1607.68,2.46,3.01,3.32
SP1,2023-12-03,Almeria,Betis,0.0,0.0,D,1558.57,1752.28,3.28,3.63,2.18
SP1,2023-12-03,Sevilla,Villarreal,1.0,1.0,D,1723.38,1727.62,2.11,3.69,3.41
SP1,2023-12-03,Barcelona,Ath Madrid,1.0,0.0,H,1890.73,1892.1,2.03,3.7,3.6
SP1,2023-12-04,Celta,Cadiz,1.0,1.0,D,1629.98,1626.17,1.6,4.02,5.85
SP1,2023-12-08,Getafe,Valencia,1.0,0.0,H,1677.13,1682.78,2.69,2.88,3.09
SP1,2023-12-09,Alaves,Las Palmas,0.0,1.0,A,1607.68,1618.93,2.06,3.17,4.1
SP1,2023-12-09,Betis,Real Madrid,1.0,1.0,D,1752.28,1966.4,4.26,3.85,1.82
SP1,2023-12-09,Villarreal,Sociedad,0.0,3.0,A,1727.62,1826.78,3.42,3.52,2.14
SP1,2023-12-09,Mallorca,Sevilla,1.0,0.0,H,1638.85,1723.38,2.68,3.16,2.83
SP1,2023-12-10,Ath Madrid,Almeria,2.0,1.0,H,1892.1,1558.57,1.22,7.07,12.5
SP1,2023-12-10,Cadiz,Osasuna,1.0,1.0,D,1626.17,1649.95,2.95,3.14,2.58
SP1,2023-12-10,Barcelona,Girona,2.0,4.0,A,1890.73,1759.84,1.53,4.79,5.6
SP1,2023-12-11,Granada,Ath Bilbao,1.0,1.0,D,1582.15,1745.03,4.8,4.12,1.69
SP1,2023-12-11,Vallecano,Celta,0.0,0.0,D,1671.43,1629.98,2.44,3.32,3.0
SP1,2023-12-15,Osasuna,Vallecano,1.0,0.0,H,1649.64,1654.82,2.25,3.19,3.55
SP1,2023-12-16,Celta,Granada,1.0,0.0,H,1626.07,1581.52,1.67,4.09,5.06
SP1,2023-12-16,Ath Bilbao,Ath Madrid,2.0,0.0,H,1744.0,1887.37,2.44,3.47,2.92
SP1,2023-12-16,Sevilla,Getafe,0.0,3.0,A,1703.2,1667.91,1.95,3.42,4.25
SP1,2023-12-16,Valencia,Barcelona,1.0,1.0,D,1667.34,1860.82,5.12,4.01,1.67
SP1,2023-12-17,Almeria,Mallorca,0.0,0.0,D,1555.96,1639.37,2.65,3.3,2.78
SP1,2023-12-17,Sociedad,Betis,0.0,0.0,D,1837.03,1734.96,1.71,3.87,5.08
SP1,2023-12-17,Las Palmas,Cadiz,1.0,1.0,D,1635.2,1622.26,1.95,3.35,4.35
SP1,2023-12-17,Real Madrid,Villarreal,4.0,1.0,H,1962.25,1715.32,1.29,6.29,9.4
SP1,2023-12-18,Girona,Alaves,3.0,0.0,H,1777.99,1596.18,1.55,4.3,5.95
SP1,2023-12-19,Vallecano,Valencia,0.0,1.0,A,1654.82,1667.34,2.22,3.2,3.58
SP1,2023-12-19,Ath Madrid,Getafe,3.0,3.0,D,1887.37,1667.91,1.46,4.45,7.72
SP1,2023-12-19,Granada,Sevilla,0.0,3.0,A,1581.52,1703.2,2.88,3.32,2.54
SP1,2023-12-20,Barcelona,Almeria,3.0,2.0,H,1860.82,1555.96,1.14,9.55,16.82
SP1,2023-12-20,Ath Bilbao,Las Palmas,1.0,0.0,H,1744.0,1635.2,1.39,4.88,8.3
SP1,2023-12-20,Villarreal,Celta,3.0,2.0,H,1715.32,1626.07,2.41,3.53,2.9
SP1,2023-12-21,Betis,Girona,1.0,1.0,D,1734.96,1777.99,2.8,3.61,2.43
SP1,2023-12-21,Cadiz,Sociedad,0.0,0.0,D,1622.26,1837.03,4.61,3.46,1.85
SP1,2023-12-21,Alaves,Real Madrid,0.0,1.0,A,1596.18,1962.25,5.78,4.27,1.57
SP1,2023-12-21,Mallorca,Osasuna,3.0,2.0,H,1639.37,1649.64,2.37,3.0,3.45
SP1,2023-12-23,Ath Madrid,Sevilla,1.0,0.0,H,1887.37,1703.2,1.53,4.46,6.04
SP1,2024-01-02,Getafe,Vallecano,0.0,2.0,A,1693.74,1638.9,2.42,3.0,3.39
SP1,2024-01-02,Sociedad,Alaves,1.0,1.0,D,1828.72,1589.52,1.59,3.84,6.63
SP1,2024-01-02,Valencia,Villarreal,3.0,1.0,H,1680.19,1716.43,2.05,3.5,3.72
SP1,2024-01-03,Granada,Cadiz,2.0,0.0,H,1563.74,1628.37,2.26,3.19,3.49
SP1,2024-01-03,Celta,Betis,2.0,1.0,H,1626.94,1738.7,2.43,3.37,2.98
SP1,2024-01-03,Real Madrid,Mallorca,1.0,0.0,H,1967.51,1645.85,1.24,6.4,12.86
SP1,2024-01-03,Girona,Ath Madrid,4.0,3.0,H,1783.49,1870.1,2.57,3.61,2.66
SP1,2024-01-04,Osasuna,Almeria,1.0,0.0,H,1649.26,1554.83,1.71,3.92,4.89
SP1,2024-01-04,Sevilla,Ath Bilbao,0.0,2.0,A,1693.83,1761.08,3.08,3.33,2.39
SP1,2024-01-04,Las Palmas,Barcelona,1.0,2.0,A,1629.1,1858.91,5.68,4.33,1.57
SP1,2024-01-12,Sevilla,Alaves,2.0,3.0,A,1693.83,1589.52,1.94,3.35,4.42
SP1,2024-01-13,Las Palmas,Villarreal,3.0,0.0,H,1629.1,1716.43,2.52,3.36,2.87
SP1,2024-01-13,Mallorca,Celta,1.0,1.0,D,1645.85,1626.94,2.57,3.02,3.1
SP1,2024-01-13,Ath Bilbao,Sociedad,2.0,1.0,H,1761.08,1828.72,2.04,3.42,3.88
SP1,2024-01-13,Betis,Granada,1.0,0.0,H,1738.7,1563.74,1.63,4.1,5.45
SP1,2024-01-14,Almeria,Girona,0.0,0.0,D,1554.83,1783.49,4.61,4.32,1.68
SP1,2024-01-14,Cadiz,Valencia,1.0,4.0,A,1628.37,1680.19,2.93,3.02,2.7
SP1,2024-01-19,Alaves,Cadiz,1.0,0.0,H,1609.1,1602.71,1.73,3.45,5.83
SP1,2024-01-20,Vallecano,Las Palmas,0.0,2.0,A,1655.37,1638.8,1.92,3.43,4.37
SP1,2024-01-20,Villarreal,Mallorca,1.0,1.0,D,1692.38,1642.21,2.09,3.48,3.59
SP1,2024-01-20,Valencia,Ath Bilbao,1.0,0.0,H,1704.64,1780.44,3.38,3.39,2.21
SP1,2024-01-20,Celta,Sociedad,0.0,1.0,A,1638.52,1814.09,3.23,3.07,2.46
SP1,2024-01-21,Osasuna,Getafe,3.0,2.0,H,1653.2,1677.27,2.18,3.09,3.81
SP1,2024-01-21,Real Madrid,Almeria,3.0,2.0,H,1968.72,1555.23,1.15,9.07,16.19
SP1,2024-01-21,Betis,Barcelona,2.0,4.0,A,1732.57,1863.41,4.24,3.92,1.81
SP1,2024-01-21,Girona,Sevilla,5.0,1.0,H,1787.27,1669.52,1.73,4.0,4.6
SP1,2024-01-22,Granada,Ath Madrid,0.0,1.0,A,1571.78,1861.99,4.79,3.97,1.71
SP1,2024-01-26,Almeria,Alaves,0.0,3.0,A,1555.23,1609.1,2.61,3.23,2.86
SP1,2024-01-27,Sociedad,Vallecano,0.0,0.0,D,1814.09,1655.37,1.67,3.72,5.69
SP1,2024-01-27,Las Palmas,Real Madrid,1.0,2.0,A,1638.8,1968.72,6.81,4.71,1.46
SP1,2024-01-27,Barcelona,Villarreal,3.0,5.0,A,1863.41,1692.38,1.34,5.91,7.85
SP1,2024-01-27,Mallorca,Betis,0.0,1.0,A,1642.21,1732.57,2.4,3.14,3.25
SP1,2024-01-28,Celta,Girona,0.0,1.0,A,1638.52,1787.27,2.77,3.52,2.49
SP1,2024-01-28,Cadiz,Ath Bilbao,0.0,0.0,D,1602.71,1780.44,5.14,3.62,1.74
SP1,2024-01-28,Sevilla,Osasuna,1.0,1.0,D,1669.52,1653.2,2.06,3.36,3.79
SP1,2024-01-28,Ath Madrid,Valencia,2.0,0.0,H,1861.99,1704.64,1.5,4.42,6.51
SP1,2024-01-29,Getafe,Granada,2.0,0.0,H,1677.27,1571.78,1.82,3.49,4.73
SP1,2024-01-31,Barcelona,Osasuna,1.0,0.0,H,1863.41,1653.2,1.32,5.57,9.5
SP1,2024-01-31,Ath Madrid,Vallecano,2.0,1.0,H,1861.99,1655.37,1.5,4.47,6.58
SP1,2024-02-01,Getafe,Real Madrid,0.0,2.0,A,1676.16,1972.29,6.23,4.19,1.55
SP1,2024-02-02,Ath Bilbao,Mallorca,4.0,0.0,H,1769.48,1637.66,1.55,3.96,6.95
SP1,2024-02-03,Valencia,Almeria,2.0,1.0,H,1708.26,1539.81,1.67,3.93,5.26
SP1,2024-02-03,Granada,Las Palmas,1.0,1.0,D,1562.84,1651.14,2.3,3.25,3.32
SP1,2024-02-03,Alaves,Barcelona,1.0,3.0,A,1629.91,1855.8,4.18,3.71,1.87
SP1,2024-02-03,Girona,Sociedad,0.0,0.0,D,1799.96,1813.56,2.15,3.46,3.48
SP1,2024-02-04,Villarreal,Cadiz,0.0,0.0,D,1708.39,1599.57,1.65,4.04,5.23
SP1,2024-02-04,Osasuna,Celta,0.0,3.0,A,1659.62,1627.25,2.35,3.17,3.31
SP1,2024-02-04,Betis,Getafe,1.0,1.0,D,1731.26,1676.16,1.91,3.43,4.39
SP1,2024-02-04,Real Madrid,Ath Madrid,1.0,1.0,D,1972.29,1871.7,1.76,4.04,4.39
SP1,2024-02-05,Vallecano,Sevilla,1.0,2.0,A,1644.2,1660.36,2.19,3.34,3.45
SP1,2024-02-09,Cadiz,Betis,0.0,2.0,A,1599.57,1731.26,3.03,2.99,2.65
SP1,2024-02-10,Alaves,Villarreal,1.0,1.0,D,1629.91,1708.39,2.21,3.41,3.35
SP1,2024-02-10,Sociedad,Osasuna,0.0,1.0,A,1813.56,1659.62,1.87,3.23,5.01
SP1,2024-02-10,Real Madrid,Girona,4.0,0.0,H,1972.29,1799.96,1.45,5.04,6.42
SP1,2024-02-10,Las Palmas,Valencia,2.0,0.0,H,1651.14,1708.26,2.72,2.99,2.93
SP1,2024-02-11,Getafe,Celta,3.0,2.0,H,1676.16,1627.25,2.24,3.14,3.59
SP1,2024-02-11,Mallorca,Vallecano,2.0,1.0,H,1637.66,1644.2,2.38,2.98,3.46
SP1,2024-02-11,Sevilla,Ath Madrid,1.0,0.0,H,1660.36,1871.7,3.5,3.55,2.09
SP1,2024-02-11,Barcelona,Granada,3.0,3.0,D,1855.8,1562.84,1.21,7.23,12.32
SP1,2024-02-12,Almeria,Ath Bilbao,0.0,0.0,D,1539.81,1769.48,4.65,3.92,1.73
SP1,2024-02-16,Villarreal,Getafe,1.0,1.0,D,1702.35,1680.07,2.0,3.56,3.81
SP1,2024-02-17,Ath Madrid,Las Palmas,5.0,0.0,H,1864.09,1661.07,1.47,4.59,7.09
SP1,2024-02-17,Osasuna,Cadiz,2.0,0.0,H,1653.77,1593.73,1.79,3.41,5.27
SP1,2024-02-17,Celta,Barcelona,1.0,2.0,A,1639.54,1853.21,3.96,3.85,1.88
SP1,2024-02-17,Valencia,Sevilla,0.0,0.0,D,1698.84,1680.35,2.26,3.31,3.34
SP1,2024-02-18,Vallecano,Real Madrid,1.0,1.0,D,1627.24,1979.73,5.49,4.07,1.63
SP1,2024-02-18,Granada,Almeria,1.0,1.0,D,1570.25,1540.46,2.14,3.51,3.41
SP1,2024-02-18,Mallorca,Sociedad,1.0,2.0,A,1636.12,1794.29,3.34,2.83,2.55
SP1,2024-02-18,Betis,Alaves,0.0,0.0,D,1736.4,1623.08,2.1,3.34,3.7
SP1,2024-02-19,Ath Bilbao,Girona,3.0,2.0,H,1771.25,1791.85,1.98,3.72,3.68
SP1,2024-02-23,Sociedad,Villarreal,1.0,3.0,A,1794.29,1702.35,1.73,3.78,5.06
SP1,2024-02-24,Barcelona,Getafe,4.0,0.0,H,1853.21,1680.07,1.42,4.97,7.2
SP1,2024-02-24,Alaves,Mallorca,1.0,1.0,D,1623.08,1636.12,1.94,3.11,4.8
SP1,2024-02-24,Almeria,Ath Madrid,2.0,2.0,D,1540.46,1864.09,4.54,3.95,1.75
SP1,2024-02-25,Cadiz,Celta,2.0,2.0,D,1593.73,1639.54,3.08,3.03,2.57
SP1,2024-02-25,Betis,Ath Bilbao,3.0,1.0,H,1736.4,1771.25,3.5,3.26,2.21
SP1,2024-02-25,Las Palmas,Osasuna,1.0,1.0,D,1661.07,1653.77,2.41,3.03,3.33
SP1,2024-02-25,Real Madrid,Sevilla,1.0,0.0,H,1979.73,1680.35,1.3,5.85,9.43
SP1,2024-02-26,Girona,Vallecano,3.0,0.0,H,1791.85,1627.24,1.66,4.11,4.96
SP1,2024-03-01,Celta,Almeria,1.0,0.0,H,1629.83,1543.59,1.86,3.68,4.3
SP1,2024-03-02,Sevilla,Sociedad,3.0,2.0,H,1675.58,1776.71,2.6,3.02,3.05
SP1,2024-03-02,Vallecano,Cadiz,1.0,1.0,D,1622.78,1580.03,1.83,3.34,5.09
SP1,2024-03-02,Getafe,Las Palmas,3.0,3.0,D,1671.48,1647.68,2.05,3.18,4.15
SP1,2024-03-02,Valencia,Real Madrid,2.0,2.0,D,1690.3,1968.6,5.32,3.91,1.67
SP1,2024-03-03,Villarreal,Granada,5.0,1.0,H,1711.45,1561.36,1.65,4.21,4.99
SP1,2024-03-03,Ath Madrid,Betis,2.0,1.0,H,1855.31,1718.2,1.56,4.34,5.73
SP1,2024-03-03,Mallorca,Girona,1.0,0.0,H,1626.15,1784.44,3.23,3.3,2.3
SP1,2024-03-03,Ath Bilbao,Barcelona,0.0,0.0,D,1760.81,1859.21,2.86,3.54,2.42
SP1,2024-03-04,Osasuna,Alaves,1.0,0.0,H,1656.8,1619.78,2.39,3.08,3.27
SP1,2024-03-08,Barcelona,Mallorca,1.0,0.0,H,1859.21,1626.15,1.46,4.58,7.23
SP1,2024-03-09,Valencia,Getafe,1.0,0.0,H,1690.3,1671.48,2.0,3.18,4.38
SP1,2024-03-09,Cadiz,Ath Madrid,2.0,0.0,H,1580.03,1855.31,4.93,3.71,1.75
SP1,2024-03-09,Granada,Sociedad,2.0,3.0,A,1561.36,1776.71,4.43,3.44,1.89
SP1,2024-03-09,Girona,Osasuna,2.0,0.0,H,1784.44,1656.8,1.62,4.2,5.41
SP1,2024-03-10,Alaves,Vallecano,1.0,0.0,H,1619.78,1622.78,2.17,3.15,3.77
SP1,2024-03-10,Las Palmas,Ath Bilbao,0.0,2.0,A,1647.68,1760.81,3.97,3.37,2.01
SP1,2024-03-10,Real Madrid,Celta,4.0,0.0,H,1968.6,1629.83,1.3,5.94,9.62
SP1,2024-03-10,Betis,Villarreal,2.0,3.0,A,1718.2,1711.45,2.08,3.62,3.48
SP1,2024-03-11,Almeria,Sevilla,2.0,2.0,D,1543.59,1675.58,3.06,3.34,2.38
SP1,2024-03-15,Sociedad,Cadiz,2.0,0.0,H,1768.06,1602.15,1.48,4.03,8.4
SP1,2024-03-16,Mallorca,Granada,1.0,0.0,H,1634.44,1550.84,1.84,3.4,4.85
SP1,2024-03-16,Osasuna,Real Madrid,2.0,4.0,A,1657.4,1966.91,5.97,4.25,1.56
SP1,2024-03-16,Getafe,Girona,1.0,0.0,H,1663.53,1779.74,3.13,3.49,2.29
SP1,2024-03-16,Ath Bilbao,Alaves,2.0,0.0,H,1772.28,1620.99,1.55,3.97,6.69
SP1,2024-03-17,Sevilla,Celta,1.0,2.0,A,1682.98,1632.1,2.01,3.42,3.92
SP1,2024-03-17,Las Palmas,Almeria,0.0,1.0,A,1640.23,1541.54,1.91,3.59,4.1
SP1,2024-03-17,Villarreal,Valencia,1.0,0.0,H,1715.84,1701.24,2.1,3.46,3.56
SP1,2024-03-17,Vallecano,Betis,2.0,0.0,H,1613.56,1704.71,2.49,3.23,2.98
SP1,2024-03-17,Ath Madrid,Barcelona,0.0,3.0,A,1847.82,1871.15,2.39,3.63,2.84
SP1,2024-03-29,Cadiz,Granada,1.0,0.0,H,1602.15,1550.84,2.02,3.34,4.1
SP1,2024-03-30,Getafe,Sevilla,0.0,1.0,A,1663.53,1682.98,2.53,3.15,3.02
SP1,2024-03-30,Almeria,Osasuna,0.0,3.0,A,1541.54,1657.4,2.62,3.25,2.83
SP1,2024-03-30,Valencia,Mallorca,0.0,0.0,D,1701.24,1634.44,2.1,2.96,4.35
SP1,2024-03-30,Barcelona,Las Palmas,1.0,0.0,H,1871.15,1640.23,1.27,6.34,10.15
SP1,2024-03-31,Celta,Vallecano,0.0,0.0,D,1632.1,1613.56,1.96,3.39,4.16
SP1,2024-03-31,Girona,Betis,3.0,2.0,H,1779.74,1704.71,1.78,3.96,4.37
SP1,2024-03-31,Alaves,Sociedad,0.0,1.0,A,1620.99,1768.06,3.41,2.96,2.42
SP1,2024-03-31,Real Madrid,Ath Bilbao,2.0,0.0,H,1966.91,1772.28,1.55,4.29,5.87
SP1,2024-04-01,Villarreal,Ath Madrid,1.0,2.0,A,1721.35,1831.26,3.0,3.71,2.27
SP1,2024-04-04,Granada,Valencia,0.0,1.0,A,1541.9,1691.82,3.32,3.19,2.3
SP1,2024-04-12,Betis,Celta,2.0,1.0,H,1688.74,1640.73,2.06,3.47,3.71
SP1,2024-04-13,Ath Madrid,Girona,3.0,1.0,H,1831.26,1774.97,1.97,3.78,3.67
SP1,2024-04-13,Vallecano,Getafe,0.0,0.0,D,1628.22,1662.04,2.23,3.05,3.73
SP1,2024-04-13,Mallorca,Real Madrid,0.0,1.0,A,1642.52,1974.57,4.92,3.66,1.77
SP1,2024-04-13,Cadiz,Barcelona,0.0,1.0,A,1602.87,1889.34,4.33,3.57,1.88
SP1,2024-04-14,Las Palmas,Sevilla,0.0,2.0,A,1625.89,1681.91,2.74,3.18,2.75
SP1,2024-04-14,Granada,Alaves,2.0,0.0,H,1541.9,1610.24,3.1,3.1,2.51
SP1,2024-04-14,Ath Bilbao,Villarreal,1.0,1.0,D,1773.27,1721.35,1.77,3.97,4.4
SP1,2024-04-14,Sociedad,Almeria,2.0,2.0,D,1778.53,1540.87,1.33,5.2,9.97
SP1,2024-04-15,Osasuna,Valencia,0.0,1.0,A,1669.39,1701.17,2.22,3.1,3.65
SP1,2024-04-19,Ath Bilbao,Granada,1.0,1.0,D,1772.38,1549.81,1.28,5.86,11.69
SP1,2024-04-20,Celta,Las Palmas,4.0,1.0,H,1638.75,1616.28,1.76,3.71,4.9
SP1,2024-04-20,Vallecano,Osasuna,2.0,1.0,H,1629.79,1669.39,2.22,3.13,3.63
SP1,2024-04-20,Valencia,Betis,1.0,2.0,A,1701.17,1696.62,2.21,3.28,3.51
SP1,2024-04-20,Girona,Cadiz,4.0,1.0,H,1771.79,1602.47,1.42,4.81,7.59
SP1,2024-04-21,Getafe,Sociedad,1.0,1.0,D,1666.37,1774.23,3.8,3.1,2.18
SP1,2024-04-21,Almeria,Villarreal,1.0,2.0,A,1551.07,1720.9,3.4,3.75,2.06
SP1,2024-04-21,Alaves,Ath Madrid,2.0,0.0,H,1601.83,1850.98,4.08,3.43,1.97
SP1,2024-04-21,Real Madrid,Barcelona,3.0,2.0,H,1978.81,1903.1,1.87,3.96,3.89
SP1,2024-04-22,Sevilla,Mallorca,2.0,1.0,H,1697.42,1642.68,1.98,3.14,4.52
SP1,2024-04-26,Sociedad,Real Madrid,0.0,1.0,A,1774.23,1978.81,2.5,3.2,3.03
SP1,2024-04-27,Las Palmas,Girona,0.0,2.0,A,1616.28,1771.79,4.36,3.94,1.78
SP1,2024-04-27,Almeria,Getafe,1.0,3.0,A,1551.07,1666.37,2.72,3.31,2.66
SP1,2024-04-27,Alaves,Celta,3.0,0.0,H,1601.83,1638.75,2.66,3.1,2.9
SP1,2024-04-27,Ath Madrid,Ath Bilbao,3.0,1.0,H,1850.98,1772.38,1.98,3.54,3.9
SP1,2024-04-28,Cadiz,Mallorca,1.0,1.0,D,1602.47,1642.68,2.6,2.86,3.22
SP1,2024-04-28,Granada,Osasuna,3.0,0.0,H,1549.81,1669.39,2.6,3.13,2.93
SP1,2024-04-28,Villarreal,Vallecano,3.0,0.0,H,1720.9,1629.79,1.73,3.91,4.74
SP1,2024-04-28,Betis,Sevilla,1.0,1.0,D,1696.62,1697.42,2.08,3.39,3.7
SP1,2024-04-29,Barcelona,Valencia,4.0,2.0,H,1903.1,1701.17,1.36,5.26,8.27
SP1,2024-05-03,Getafe,Ath Bilbao,0.0,2.0,A,1668.64,1750.22,3.93,3.24,2.07
SP1,2024-05-04,Sociedad,Las Palmas,2.0,0.0,H,1760.09,1589.94,1.35,4.99,9.5
SP1,2024-05-04,Real Madrid,Cadiz,3.0,0.0,H,1986.39,1588.0,1.34,5.33,8.92
SP1,2024-05-04,Girona,Barcelona,4.0,2.0,H,1776.2,1872.42,2.73,3.81,2.41
SP1,2024-05-04,Mallorca,Ath Madrid,0.0,1.0,A,1630.52,1819.44,3.75,3.2,2.15
SP1,2024-05-05,Osasuna,Betis,0.0,2.0,A,1629.83,1696.41,3.16,3.27,2.36
SP1,2024-05-05,Celta,Villarreal,3.0,2.0,H,1628.07,1724.85,2.37,3.64,2.87
SP1,2024-05-05,Valencia,Alaves,0.0,1.0,A,1687.71,1622.49,2.13,3.0,4.13
SP1,2024-05-05,Sevilla,Granada,3.0,0.0,H,1696.19,1563.02,1.65,4.07,5.18
SP1,2024-05-05,Vallecano,Almeria,0.0,1.0,A,1621.23,1527.05,1.58,4.15,5.8
SP1,2024-05-10,Alaves,Girona,2.0,2.0,D,1622.49,1776.2,3.48,3.57,2.11
SP1,2024-05-11,Mallorca,Las Palmas,1.0,0.0,H,1630.52,1589.94,1.66,3.46,6.65
SP1,2024-05-11,Villarreal,Sevilla,3.0,2.0,H,1724.85,1696.19,1.87,3.94,3.9
SP1,2024-05-11,Granada,Real Madrid,0.0,4.0,A,1563.02,1986.39,5.8,4.57,1.53
SP1,2024-05-11,Ath Bilbao,Osasuna,2.0,2.0,D,1750.22,1629.83,1.47,4.38,7.53
SP1,2024-05-12,Cadiz,Getafe,1.0,0.0,H,1588.0,1668.64,2.11,3.21,3.86
SP1,2024-05-12,Ath Madrid,Celta,1.0,0.0,H,1819.44,1628.07,1.44,4.64,7.42
SP1,2024-05-12,Valencia,Vallecano,0.0,0.0,D,1687.71,1621.23,2.28,3.08,3.55
SP1,2024-05-12,Betis,Almeria,3.0,2.0,H,1696.41,1527.05,1.35,5.39,8.26
SP1,2024-05-13,Barcelona,Sociedad,2.0,0.0,H,1872.42,1760.09,1.82,3.72,4.35
SP1,2024-05-14,Osasuna,Mallorca,1.0,1.0,D,1629.83,1630.52,2.81,2.92,2.91
SP1,2024-05-14,Real Madrid,Alaves,5.0,0.0,H,1986.39,1622.49,1.21,7.03,14.07
SP1,2024-05-14,Girona,Villarreal,0.0,1.0,A,1776.2,1724.85,1.7,4.53,4.31
SP1,2024-05-15,Sevilla,Cadiz,0.0,1.0,A,1698.05,1596.61,1.91,3.61,4.12
SP1,2024-05-15,Vallecano,Granada,2.0,1.0,H,1614.53,1556.27,1.67,3.77,5.54
SP1,2024-05-15,Celta,Ath Bilbao,2.0,1.0,H,1635.81,1757.98,2.61,3.37,2.74
SP1,2024-05-15,Getafe,Ath Madrid,0.0,3.0,A,1650.86,1829.1,4.7,3.54,1.82
SP1,2024-05-16,Las Palmas,Betis,2.0,2.0,D,1582.27,1713.04,4.04,3.57,1.94
SP1,2024-05-16,Almeria,Barcelona,0.0,2.0,A,1538.49,1868.13,6.62,5.32,1.42
SP1,2024-05-16,Sociedad,Valencia,1.0,0.0,H,1760.33,1673.65,1.65,3.76,5.85
SP1,2024-05-18,Alaves,Getafe,1.0,0.0,H,1636.37,1650.86,2.07,3.19,4.04
SP1,2024-05-19,Ath Bilbao,Sevilla,2.0,0.0,H,1757.98,1698.05,1.73,3.84,4.81
SP1,2024-05-19,Ath Madrid,Osasuna,1.0,4.0,A,1829.1,1623.23,1.4,4.91,7.75
SP1,2024-05-19,Barcelona,Vallecano,3.0,0.0,H,1868.13,1614.53,1.27,6.12,10.63
SP1,2024-05-19,Betis,Sociedad,0.0,2.0,A,1713.04,1760.33,2.61,3.14,2.92
SP1,2024-05-19,Cadiz,Las Palmas,0.0,0.0,D,1596.61,1582.27,1.84,3.47,4.64
SP1,2024-05-19,Granada,Celta,1.0,2.0,A,1556.27,1635.81,3.62,3.61,2.04
SP1,2024-05-19,Mallorca,Almeria,2.0,2.0,D,1634.44,1538.49,1.51,4.18,6.92
SP1,2024-05-19,Valencia,Girona,1.0,3.0,A,1673.65,1776.28,2.92,3.62,2.35
SP1,2024-05-19,Villarreal,Real Madrid,4.0,4.0,D,1735.29,2000.46,3.24,3.93,2.07
SP1,2024-05-24,Girona,Granada,7.0,0.0,H,1776.28,1556.27,1.22,7.13,11.24
SP1,2024-05-25,Osasuna,Villarreal,1.0,1.0,D,1623.23,1735.29,2.9,3.72,2.3
SP1,2024-05-25,Sociedad,Ath Madrid,0.0,2.0,A,1760.33,1829.1,2.4,3.45,2.93
SP1,2024-05-25,Almeria,Cadiz,6.0,1.0,H,1538.49,1596.61,2.1,3.59,3.43
SP1,2024-05-25,Vallecano,Ath Bilbao,0.0,1.0,A,1614.53,1757.98,2.88,3.51,2.41
SP1,2024-05-25,Real Madrid,Betis,0.0,0.0,D,2000.46,1713.04,1.37,5.56,7.31
SP1,2024-05-26,Getafe,Mallorca,1.0,2.0,A,1650.86,1634.44,2.33,3.22,3.25
SP1,2024-05-26,Celta,Valencia,2.0,2.0,D,1635.81,1673.65,1.96,3.55,3.89
SP1,2024-05-26,Las Palmas,Alaves,1.0,1.0,D,1582.27,1636.37,2.47,3.34,2.91
SP1,2024-05-26,Sevilla,Barcelona,1.0,2.0,A,1698.05,1868.13,3.89,4.11,1.83
